Codigo;Razon Social;Sucursal;Direccion Fiscal;Nro de RIF;Persona Contacto;Telefono;Direccion de Recolecta;Estatus;Email;Tarifa;Mod. Pago;F. Ult. Guia;
CE112;CTS METROLOGY C.A;VLN;N/A;J-29405200-2;N/A;0241-8676721 / 8677010;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE113;LA CASA DEL UNIFORME C.A;CCS;AV. FUERZAS ARMADAS, CENTRO COMERCIAL C C NORTH CENTER, PISO PB, LOCAL 2, MARACAIBO, ZULIA;J-31090697-1;N/A;0261-7430263;AV. FUERZAS ARMADAS, CENTRO COMERCIAL C C NORTH CENTER, PISO PB, LOCAL 2, MARACAIBO, ZULIA;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE114;ATECSALUD;MAR;C. C. CARMEN  URB./SECTOR: CENTRO ;J-30235293-2;ELIESSER BALZAN;0261-3289904(0261)762.0329;C. C. CARMEN  URB./SECTOR: CENTRO ;ACTIVO;balzanle@yahoo.com;TARIFA NAC2012;CREDITO;;
CE115;DISTRIBUIDORA GUÁRICO C.A;GRC;VALLE DE LA PASCUA CARRETERA NACIONAL VÍAEL SOCORRO, A 50MTS DELHOTEL SAN MARCOS, GUARICO  ;J-30087307-2;N/A;(0235)341.6146/9550/9784/6091;VALLE DE LA PASCUA CARRETERA NACIONAL VÍAEL SOCORRO, A 50MTS DELHOTEL SAN MARCOS  ;ACTIVO;disguaca@cantv.net;TARIFA NAC2012;CREDITO;;
CE116;CONTIMACA;CCS;N/A;J-00096314-2;N/A;0212-2572111 / 2572246;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE118;CONFECCIONES UOMO C.A;CCS;N/A;J-00328794-6;N/A;0212-7535182 /  7539302;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE119;DISTRIBUIDORA DE CERAMICAS ELEMAS C.A.;LSP;AV.TAMARUSE ENTRE GIRARDOT Y AV. TACHIRA PUNTO FIJO FALCÓN VENEZUELA;J-08513928-1;N/A;0269-2470707;AV.TAMARUSE ENTRE GIRARDOT Y AV. TACHIRA PUNTO FIJO FALCÓN VENEZUELA;ACTIVO;elemas@cantv.net;TARIFA NAC2012;CREDITO;;
CE120;DROGUERIA REMEDIA C.A;MAR; AV. PERIJA KM 1 N§ 43-130 LAS. BANDERAS GALPON LOC 2. MARACAIBO EDO. ZULIA.;J-309809957;N/A;0261-7645626; AV. PERIJA KM 1 N§ 43-130 LAS. BANDERAS GALPON LOC 2. MARACAIBO EDO. ZULIA.;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE121;ASSA ANACO S.A;CCS;N/A;J-31444551-0;N/A;0282-4246717 / 4247905;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE122;EMPRESA DE DIAGNOSTICO VETERINARIO C.A.;CCS;N/A;J-30726755-0;N/A;0243-2157170 / 2420448;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE123;HIPER DATA  C.A;CCS;N/A;J-29578013-3;MARY ESCALANTE;0274-2711922 / 7341521;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;2010-11-19;
CE124;DISTRIBUIDORA INTER MEDICAL C.A;CCS;N/A;J-29390820-5;N/A;0243-2674527 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE125;LUIS DE SANTIS;VLN;N/A;V-4.858.106;N/A;0241-8429038;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE126;CENTRO CONTROL CARABOBO C.A;VLN;N/A;J-07511771-9;N/A;0241-8320594 / 5074 / 7867;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE127;ORLY´S JOYAS;VLN;N/A;J-303220797;N/A;0241-8572593;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE128;WILPHONE C.A;VLN;N/A;J-29507926-5;N/A;0414-4338139;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE129;FORMADORES INTEGRALES FISA S.A;VLN;N/A;J-29538405-0;N/A;0241-8269377;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE130;DESCARTABLES CARABOBO C.A;VLN;N/A;J-30581735-9;N/A;0241-9713236 / 8721449;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;2010-10-04;
CE131;ALFANET C.A;CCS;N/A;J-30774024-8;N/A;0274-4168620 /  1154467;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE132;SUMINISTROS Y TECNOLOGIA C.A;CCS;N/A;J-31698097-9;N/A;0275-8810219 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE133;SUMINISTROS ATLAS.C.A;VLN;N/A;J-07571859-3;N/A;0241-8324141;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE134;RISMED C.A;CUM;AV. SANTA ROSA CENTRO COMERCIAL SANTA ROSA, SECTOR SANTA ROSA, CUMANA, SUCRE;J-30247933-9;SERGIO D. DALAISON;0293-4310756;AV. SANTA ROSA CENTRO COMERCIAL SANTA ROSA, SECTOR SANTA ROSA, CUMANA, SUCRE;ACTIVO;rismed@gmail.com;TARIFA NAC2012;CREDITO;;
CE135;INVERSIONES FRAVELIZ C.A;CCS;N/A;J-30908889-0;N/A;0269-2453724;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE136;ARC INSTRUMENTACION Y CONTROL C;BLA; CALLE 23 DE ENERO, #23, LA CARAQUEÑA, POZUELOS, PUERTO LA CRUZ, ANZOÁTEGUI, VENEZUELA;J-31681780-6;N/A;(+58)0821- 2680136/ 0424-8079912; CALLE 23 DE ENERO, #23, LA CARAQUEÑA, POZUELOS, PUERTO LA CRUZ, ANZOÁTEGUI, VENEZUELA;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE137;HANA PONTE;CCS;N/A;V-6.266.602;N/A;0412-6158266;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE138;I D INGENIERIA DE VENEZUELA C.A;CCS;N/A;J-30698104-7;N/A;0286-9517902 / 9516690;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE139;ACES U.E COLEGIO SAN LUIS;CCS;N/A;J-30975518-8;N/A;0274-2620409;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE140;ELECTRONICA NAVAR C.A;CCS;CALLE ARANDA ENTRE AV. LAS CIENCIAS Y AV. EL ESTADIO, QUINTA NINA, LOS CHAGUARAMOS.;J-00115273-3;GABRIELA MORENO;0212-6933976/6629115/661.9825 / 662.3718;CALLE ARANDA CON AVE EL ESTADIO EDF NAVAR LOS CHAGUARAMOS.;ACTIVO;administracion@enavar.com;TARIFA NAC2012;CREDITO;2012-05-10;
CE141;COMPUCOOP;CCS;N/A;J-29574346-7;N/A;0274-2452021;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE142;TEXTILERA CARICOB C.A;CCS;N/A;J-31504454-4;N/A;0212-2392418 / 2395718;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE143;ELECTRÓNICA LINCONL C.A;MRD;AV. 16 DE SEPTIEMBRE, MERIDA, EDO.MERIDA;J-30387535-1;JACINTO VELÁSQUEZ;0274-25529482;AV. 16 DE SEPTIEMBRE, MERIDA, EDO.MERIDA;ACTIVO;n/a;TARIFA NAC2012;CREDITO;;
CE144;TAYRON SANTELIZ;CCS;N/A;V-11.940.181-6;N/A;0212-2763416;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE145;LENKE & ASOCIADOS C.A;CCS;N/A;J-29616335-9;N/A;0251-2523792;N/A;ACTIVO;N/A;TARIFA NAC2012;COBRO EN DESTINO;2012-08-07;
CE146;DESTILERIA EL CAIMAN C.A;GUQ;AV.13 DE JUNIO C/ESQ.15 DE DICIEMBRE, EDIF.MAPFRE LA SEGURIDAD, PISO 1, ARAURE, EDO.PORTUGUESA;J-08535577-4;N/A;0255-6238010;AV.13 DE JUNIO C/ESQ.15 DE DICIEMBRE, EDIF.MAPFRE LA SEGURIDAD, PISO 1, ARAURE, EDO.PORTUGUESA;ACTIVO;caiman92@cantv.net;TARIFA NAC2012;CREDITO;;
CR444;COOPERATIVA NUESTRA IDENTIDAD I RL;BRM;CR 4 ENTRE CALLES 2 Y 3 CASA 2-33, SECTOR BARRIO UNION, BARQUISIMETO;J-31624136-0;GUSTAVO ALCALA;0251-2733069/0251-2736017;CR 4 ENTRE CALLES 2 Y 3 CASA 2-33, SECTOR BARRIO UNION, BARQUISIMETO;ACTIVO;nuestraidentidad@cantv.net/gustavoalcalatorres@gma;TARIFA NAC2012;CREDITO;2011-10-03;
CE148;TOTAL CHEF C.A;CCS;N/A;J-31269683-4;N/A;0251-2691002;N/A;INACTIVO;N/A;TARIFA NAC2012;CREDITO;2011-11-12;
CE149;SC GLOBAL CONSULTING GROUP;BRM;AV 20 C0N AV MORAN, CC PLAZA SEVILLA, NIVEL 2, OFC 37, SECTOR BARQUISIMETO, ZONA POSTAL 3001;J-31616829-8;JUAN CARLOS MARTINEZ;0251-2526725;AV 20 C0N AV MORAN, CC PLAZA SEVILLA, NIVEL 2, OFC 37, SECTOR BARQUISIMETO, ZONA POSTAL 3001;INACTIVO;N/A;TARIFA NAC2012;CREDITO;2010-12-02;
CE150;DESTILERIAS UNIDAS S.A;BRM;AV. TEREPAIMA, C.C.DALFA, PISO 3, OF.A-31, URB.EL PEDREGAL, BARQUISIMETO;J-30940783-0;FRANCISCO LEON;0251-7105100;CARRETERA BARQUISIMETO-ACARIGUA, KM.44, PLANTA INDUSTRIAL, SECTOR LA MIEL, EDO.LARA;ACTIVO;ctelefonica@dusa.com.ve;TARIFA NAC2012;CREDITO;;
CE151;SUPLIN C.A;BRM;ENTRE CALLES 42 Y 43 CON CARRERA 26, LOCAL SUPLIN, BARQUISIMETO, ESTADO LARA;J-30402706-0;N/A;0251-4464201 / 4470308;ENTRE CALLES 42 Y 43 CON CARRERA 26, LOCAL SUPLIN, BARQUISIMETO, ESTADO LARA;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE152;VIDRIO AUTO C.A;BRM;AV. PEDRO LEON TORRES, ENTRE CALLES 47 Y 48, N°47-40, SECTOR PEDRO LEON, BARQUISIMETO, ESTADO LARA;J-08500323-1;N/A;0251-4470064;AV. PEDRO LEON TORRES, ENTRE CALLES 47 Y 48, N°47-40, SECTOR PEDRO LEON, BARQUISIMETO, ESTADO LARA;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE153;SUPERMERCADOS UNICASA C.A;MUN;N/A;J-00167552-3;N/A;0291-3175352;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE154;NO USAR ..USAR CRI638;MUN;CALLE DOS OESTE CASA NRO.03-09 URBANIZACION LAS FLORES ZP-6201 ..,,DISTRIBUIDORA BADWILL C.A;J-29375177-2;NORA DE BADWILL;0291-6415522 /;CALLE DOS OESTE CASA NRO.03-09 URBANIZACION LAS FLORES ZP-6201;INACTIVO;distribuidorabadwill@hotmail.com;TARIFA NAC2012;CREDITO;2011-11-02;
CE155;ALICIA PEREZ;VLN;N/A;V-4.454.739;N/A;0241-8665196;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE156;ENVILOG 2008. C. A.;CCS;CALLE MILAN, EDF. MEJOR PISO 3, LOS RUICES SUR, CARACAS.;J-29688737-3;ERIKA BETANCOURT;0212-241-47-38;CALLE 13-1 , RESIDENCIA EL PRADO, PB, LA URBINA. MUNICIPIO SUCRE. CARACAS.;ACTIVO;iranjo23@gmail.com;TARIFA MARZO 2017;CREDITO;2017-08-07;
CE157;CENTRO DIAGNÓSTICO BIOANALÍTICO;MRD;N/A;J-09020224-2;N/A;0274-2449715;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE158;LABORATORIO LICENCIADA ROSALIA DE RANGEL DE ROSALI;CCS;N/A;V-04486837-3;N/A;0274-2522227 EXT 140;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;2016-02-22;
CE159;LABORATORIO CLÍNICO ALBARREGAS DE ALIX MARGARITA;CCS;N/A;V-11461652-0;N/A;0274-2446722;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE160;AUTO VIDRIOS ABFER C.A;MRD;CALLE ALFREDO BRICEÑO PAREDES, ZONA INDUSTRIAL LOS CUROS, GALPON CA, LOCAL 13, MERIDA, ESTADO MERIDA;J-29601125-7;N/A;0274-9353101;CALLE ALFREDO BRICEÑO PAREDES, ZONA INDUSTRIAL LOS CUROS, GALPON CA, LOCAL 13, MERIDA, ESTADO MERIDA;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE161;PROQUIMAR C.A;PMV;AV.4 DE MAYO, MINICENTRO ACUARIO, LOCAL 5, PORLAMAR, ESTADO NUEVA ESPARTA;J-30224710-1;SR. LUIS BUSTAMANTE;0295-2637150 / 2632302;AV.4 DE MAYO, MINICENTRO ACUARIO, LOCAL 5, PORLAMAR, ESTADO NUEVA ESPARTA;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE162;DISFARLA BARQUISIMETO C.A;BRM;AV.LIBERTADOR, CON CALLE 19, ZONA INDUSTRIAL 1, LOCAL 12, BARQUISIMETO, EDO.LARA;J-30470652-9;N/A;0251-2376268;AV.LIBERTADOR, CON CALLE 19, ZONA INDUSTRIAL 1, LOCAL 12, BARQUISIMETO, EDO.LARA;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE163;AGROEXITO C.A;BRM;AV.CARLOS GIFFONI, ENTRE CALLES 3 Y 4, ZONA INDUSTRIAL 3, BARQUISIMETO, ESTADO LARA;J-30392200-7;N/A;0251-2690980 / 2692179;AV.CARLOS GIFFONI, ENTRE CALLES 3 Y 4, ZONA INDUSTRIAL 3, BARQUISIMETO, ESTADO LARA;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE164;TRANSVEN GLOBAL SYSTEMS C.A;BRM;N/A;J-31500489-5;N/A;0251-2692932;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE165;CIPRAM C.A;BRM;AV.ROTARIA ENTRE CARRERAS 14 Y 15, N°14-21, BARQUISIMETO, EDO.LARA;J-30197851-0;FIDEL DECIMA (PRESIDENTE);0251-2690915 / 441.0158;AV.ROTARIA ENTRE CARRERAS 14 Y 15, N°14-21, BARQUISIMETO, EDO.LARA;ACTIVO;cipram_servicios@hotmail.com;TARIFA NAC2012;CREDITO;;
CE166;INTER-COM SECURITY SYSTEMS VENEZUELA C.A.;VLN;N/A;J-30836033-3;N/A;0241-8388027;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE167;SUNSET REPRESENTACIONES C.A;PZO;CALLE MOITACO, PUERTO ORDAZ;J-09514900-5;N/A;0286-9222047 / 9236642;CALLE MOITACO, PUERTO ORDAZ;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE168;MATERIALES DELTA C.A;MAR;N/A;J-30363439-7;N/A;0261-7830274;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE169;VALENTINA SOTO;CCS;N/A;E-82.237.032;N/A;0212-2569178;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE170;NO USAR...BINTEL CONSULTING C.A;VLN;N/A;J-29622422-6;N/A;0241-8241123;N/A;INACTIVO;N/A;TARIFA NAC2012;CONTADO;2010-11-16;
CE171;INVERSIONES BEFRE C.A;VLN;N/A;J-31552058-3;N/A;0241-8251244;N/A;ACTIVO;N/A;TARIFA NAC2012;COBRO EN DESTINO;;
CE172;SUPPLY PARTS PADRON C.A;PMV;N/A;J-29509843-0;FRANCISCO BLANCO (COORD.DE COMPRAS);0295-2639764;N/A;ACTIVO;n/a;TARIFA NAC2012;CREDITO;;
CE173;MEDUSA EQUIPOS MEDICOS C.A;CCS;AV.LA SALLE, EDIF.TORRE PHELPS, PISO 7, OFI.C, URB.LOS CAOBOS, CARACAS, DTTO.CAPITAL;J-3143577-8;N/A;0212-7940263 /;AV.LA SALLE, EDIF.TORRE PHELPS, PISO 7, OFI.C, URB.LOS CAOBOS, CARACAS, DTTO.CAPITAL;ACTIVO;medusaequipos@gmail.com;TARIFA NAC2012;CREDITO;;
CE174;BIOKIT MARACAIBO C.A;MAR;CALLE 75, ESQUINA DE AV.13 Y 13A, N°13-34, LOCAL 2, MARACAIBO, EDO.ZULIA;J-07020603-9;N/A;0261-7979507 / 7978487;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;2012-07-12;
CE175;PAPELES MERIDA C.A;MRD;N/A;J-09031669-8;N/A;0274-2526520;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE176;RECICLAY C.A;MRD;AV.3 ENTRE CALLES 15 Y 16, N°15-62, MERIDA, EDO.MERIDA;J-29398779-2;N/A;0274-251.2266;AV.3 ENTRE CALLES 15 Y 16, N°15-62, MERIDA, EDO.MERIDA;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE177;LA CASA DEL FOTÓGRAFO C.A;SVZ;N/A;J-31569517-0;N/A;0273-4006521;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE178;MAKRO COMERCIALIZADORA S.A;CCS;N/A;J-00319235-0;N/A;0212-2421811;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE179;NO USAR ..USAR CRI639;CCS;CALLE 75 CON AV. 13A,C.C. PRIMAVERA LOCAL NO. 4MARACAIBO, ZULIA ITERA;J-310057940;ANA ABREU;..;CALLE 75 CON AV. 13A,C.C. PRIMAVERA LOCAL NO. 4MARACAIBO, ZULIA;INACTIVO;administracion@ittera.com;TARIFA NAC2012;CONTADO;2012-05-10;
CE180;FORDEMA C.A;PMV;N/A;J-30936207-0;N/A;0295-2626563;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE181;CASA ELECTRICA MARTINEZ C.A;VLN;N/A;J-30657469-7;N/A;0241-8345718/48;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE182;REPUESTOS EL FORTIN C.A;VLN;N/A;J-07571427-0;N/A;0241-8313579;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE183;DISTRIBUIDORA DAMCA C.A;VLN;N/A;J-31237075-0;N/A;0241-8144629;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE184;LA DENTAL C.A;VLN;N/A;J-07574746-1;N/A;0241-8660325 / 8687925;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE185;LOGISTICA Y SERVICIOS ALBAN CABRERA C.A.;VLN;N/A;J-30812899-6;N/A;0241-8673851;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE186;BIGEMEDICAL C.A;CCS;URB. PREBO CALLE 137 - A CENTRO PROF PREBO OFIC 01 - 19 VALENCIA;J-30867566-0;IVAN BORREGO;0414-4208934 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE187;SCIENTEC C.A;VLN;N/A;J-30283556-9;N/A;0245-5647881 / 0467;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;2012-07-26;
CE188;FECOIMCA C.A;VLN;N/A;J-3131713-9;N/A;0241-8256874;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE189;MATERIALES CODESEDA C.A;CCS;N/A;J-30503431-1;N/A;0212-2912786 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE190;GRUPO EDITOR OCCIDENTAL;MRD;N/A;J-29416454-4;N/A;0274-5115343;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE193;TECNOCICLO;CCS;AV CHAMA QUINTA YTXA COLINA DE BELLO MONTE;J-00103414-5;BEATRIZ MEAÑO;0212-7532214;AV CHAMA QUINTA YTXA COLINA DE BELLO MONTE;ACTIVO;tecnociclo@cantv.net;TARIFA NAC2012;CREDITO;;
CE194;CENCOMUN VIDEO C.A;CCS;N/A;J-30167500-2;N/A;0251-6215549;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE195;COMELPA C.A;CCS;N/A;J-08505931;N/A;0251-4469690;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE196;INVERSIONES PA ¨LA CASA C.A;CCS;CALLE 28 ENTRE CARRERA 23 Y 24 NRO. 23-63 CENTRO DE BARQUISIMETO EDO LARA;J-29407866-4;MARIBEL SILVA;0251- 2316565 / 0424-5134222;CALLE 28 ENTRE CARRERA 23 Y 24 NRO. 23-63 CENTRO DE BARQUISIMETO EDO LARA;ACTIVO;marisilva_08@hotmail.com;TARIFA NAC2012;CREDITO;;
CE197;REPRESENTACIONES HOSPITALARIA Y CLINICAS C.A;CCS;N/A; J-30836033-3;N/A;0251-2316565;N/A;ACTIVO;marisilva_08@hotmail.com;TARIFA NAC2012;CREDITO;;
CE198;INVERFIN SOCIEDAD DE CORRETAJE DE SEGUROS C.A;CCS;CARRERA 19 CON CALLE 59 BARQUISIMETO CENTRO.;J-08529850-9;N/A;0251-2541448;CARRERA 19 CON CALLE 59 BARQUISIMETO CENTRO.;ACTIVO;gladys.castillo@inverfin.del.ve;TARIFA NAC2012;CREDITO;;
CE199;LABORATORIO CLINICO ALVAREZ YEPEZ C.A;CCS;N/A;J-30296994-8;N/A;0251-2315874;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE200;BIOPSIAS MÉRIDA C.A (BIMECA);CCS;AV. URDANETA, CENTRO CLINICO DR. MARCIAL RIO NIVEL ENERGIA;J-30332405-3;MARIA CARMELA PROTOCINO;0274-2638339 / 2623214;AV. URDANETA, CENTRO CLINICO DR. MARCIAL RIO NIVEL ENERGIA;ACTIVO;bimeca1@hotmail.com / bimeca2@hotmail.com;TARIFA NAC2012;CREDITO;;
CE201;EMESA EQUIPOS DE MEDICION S.A;CCS;EDF CEFELLI CALLE 4 Y 5 LA URBINA;J-00101354-7;ANGEL FIGUEREDO;0212-2416112/0212-2412596;EDF CEFELLI CALLE 4 Y 5 LA URBINA;INACTIVO;angelfigueredo@yahoo.es;TARIFA NAC2012;CREDITO;2012-06-22;
CE202;SERINTEC C.A;CCS;N/A;J-31029691-0;N/A;0274-2450065 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE203;LISA PALUMBO 2000 C.A;VLN;N/A;J-30667120-0;N/A;0241-8716129;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE204;CADECI C.A;VLN;N/A;J-07522950-9;N/A;0241-8345667;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;2010-12-07;
CE205;COTESERCA SERVICIOS C.A;VLN;N/A;J-30607796-0;N/A;0241-8321696 / 8386362;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE206;SUSPENSIONES CARS SHOP C.A;VLN;N/A;J-31096973-6;N/A;0241-8355410 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE207;VARADERO BEACH C.A;VLN;N/A;J-307116222-8;N/A;0241-8259410;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE208;INACTIVO USAR CODIGO CR 676;VLN;AV. MICHELENA EDF. INES MARIA PISO PB LOCAL 3 ZONA INDUSTRIAL CARABOBO, VALENCIA.;J-07570925-0;JAIRO PEREIRA;N/A;AV. ROMULO GALLEGOS CENTRO COMERCIAL UACHE PB, LOCAL # 4 EL MARQUEZ, CARACAS;INACTIVO;N/A;TARIFA NAC2012;CREDITO;2012-08-09;
CE209;TEXTILES LOS CEDROS C.A;CCS;N/A;J-314005480;N/A;0212-2856461 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE210;ASOCIACION  CIVIL SINERGIA;CCS;N/A;J-30402253-0;N/A;0212-2420101 / 2411559;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE211;MILCO;CCS;N/A;G-20004517-5;N/A;0212-5096604;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE212;CENTRO MEDICO PESOLIGT;CCS;N/A;J-29527645-1;N/A;0276-3414576;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CR332;BANCO PROVIVIENDA C.A BANCO UNIVERSAL BANPRO;CCS;TORRE KPMG PISO 2, AV.FRANCISCO DE MIRANDA CHACAO, CARACAS.;J-00064617-1;BELKIS PEREZ;0212-9095964;CARRETERA PETARE-SANTA LUCIA KM1, CENTRO INDUSTRIAL PARQUE CIMA ESTE, EDF. F PISO 1. SUBIENDO POR LA CENTRAL MADEIRENSE.;ACTIVO;jose.palacios@banpro.com.ve;TARIFA NAC2012;CREDITO;2011-05-03;
CE214;ESFINGE DISEÑOS C.A;CCS;AV ROMULO GALLEGOS, EDF TORRES DE UGAR TORRE OESTE PLANTA BAJA LOCAL F;J-30936273-9;KATIUSKA MUNDARAIN;0212-2356198 / 2378643;AV ROMULO GALLEGOS, EDF TORRES DE UGAR TORRE OESTE PLANTA BAJA LOCAL F;ACTIVO;esfinged@gmail.com;TARIFA NAC2012;CREDITO;;
CE215;LIBOJ C.A;CCS;N/A;J-30538055-4;N/A;0291-6438674;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE216;PROMOTORA METRO URBE;CCS;N/A;J-29445855-6;N/A;0212-2049563;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE217;UNIVERSIDAD DE LOS ANDES;CCS;N/A;G-20000040-6;N/A;0274-2402467;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE218;EMESA EQUIPOS DE MEDICION S.A;CCS;CALLE 9, EDIFICIO CIFELLI, PISO 1, LA URBINA, CARACAS;J-00101354-7;WILLIS CARRERO;0212-2416112;CALLE 9, EDIFICIO CIFELLI, PISO 1, LA URBINA, CARACAS;ACTIVO;williscarrero64 hotmail.com;TARIFA NAC2012;COBRO EN DESTINO;;
CE219;LA CASA DEL MEDICO C.A;CCS;N/A;J-30607516-0;N/A;0251-8663504;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE220;MI DENTAL C.A;CCS;N/A;J-29577821-0;N/A;0416-3540652;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE221;INVERMONT LOS LLANOS C.A;CCS;N/A;J-30793344-5;N/A;0255-6220746;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE222;ELECTRONICA EL ORIGINAL C.A;CCS;CALLE 36 ENTRE CARRERA 19 Y 20 BARQUISIMETO;J-30678519-1;YANETH FANELLI;0251-4471104;CALLE 36 ENTRE CARRERA 19 Y 20 BARQUISIMETO;ACTIVO;electronica_eloriginal@hotmail.com;TARIFA NAC2012;CREDITO;;
CE223;HIVEMI C.A;CCS;AV LIBERTADOR, C.C METROPOLIS Nº 77 SECTOR OESTEBARQUISIMETO-EDO-LARA;J-29369342-0;HILDEMAR SULVARAN;0251-2306146;AV LIBERTADOR, C.C METROPOLIS Nº 77 SECTOR OESTEBARQUISIMETO-EDO-LARA;ACTIVO;hildemarsulbaran@gmail.com;TARIFA NAC2012;CREDITO;;
CE224;REPUESTOS EL PARABRISA III C.A;VLN;N/A;J-31539039-6;N/A;0241-8716633 / 7224;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
CE225;YOENY PULIDO / PIELISIMA BOUTIQUE DE Y. PULIDO;CCS;N/A;V-12349092;N/A;0291-6422494;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
